FSR_1,FSR_2,FSR_3,FSR_4,FSR_5,Target
256,98,9,196,97,moderate
166,203,27,219,87,moderate
261,49,56,88,149,moderate
109,13,249,189,256,moderate
36,226,197,26,238,moderate
34,280,254,182,299,severe
85,167,71,51,99,mild
141,271,221,292,89,severe
293,112,145,296,209,severe
210,222,270,75,113,moderate
240,228,280,74,139,moderate
267,56,78,206,228,moderate
153,161,183,127,185,moderate
248,230,220,25,182,moderate
164,138,121,108,61,moderate
131,59,226,0,147,moderate
88,77,48,151,83,mild
228,192,222,291,166,severe
96,180,14,181,90,moderate
167,74,21,113,162,moderate
159,195,257,214,185,severe
116,270,217,168,73,moderate
299,75,240,33,219,moderate
239,28,250,299,13,moderate
8,252,33,70,190,moderate
223,141,84,39,281,moderate
11,183,79,241,263,moderate
164,184,189,124,126,moderate
38,54,121,241,108,moderate
20,243,232,162,5,moderate
97,163,70,142,231,moderate
40,277,62,115,108,moderate
37,236,130,168,251,moderate
228,170,279,188,275,severe
211,160,1,31,172,moderate
18,10,39,18,43,mild
148,224,145,231,92,moderate
164,284,248,296,278,severe
73,150,52,216,272,moderate
108,258,37,293,123,moderate
95,13,28,256,138,moderate
56,204,164,56,145,moderate
262,42,254,10,174,moderate
248,59,181,264,222,moderate
298,102,112,52,244,moderate
85,86,44,14,121,mild
235,266,255,53,139,moderate
177,215,109,288,11,moderate
207,102,166,26,224,moderate
123,8,285,150,234,moderate
132,58,132,241,169,moderate
73,87,278,296,30,moderate
167,175,295,75,17,moderate
113,94,184,257,269,moderate
288,207,237,282,225,severe
10,261,189,265,194,moderate
131,108,45,23,236,moderate
29,217,56,90,143,moderate
155,278,195,108,4,moderate
86,81,225,20,281,moderate
194,141,177,237,265,severe
243,31,66,186,242,moderate
204,186,89,211,274,moderate
30,76,159,60,109,mild
189,53,222,194,125,moderate
239,8,146,69,38,moderate
79,140,90,40,121,mild
182,153,205,163,69,moderate
187,64,243,213,287,moderate
280,17,73,296,267,moderate
219,55,22,241,282,moderate
65,8,169,205,254,moderate
81,118,136,14,23,mild
188,221,110,82,55,moderate
289,29,212,92,135,moderate
76,51,220,124,222,moderate
228,200,174,203,84,moderate
295,254,278,226,250,severe
285,232,282,53,113,moderate
82,91,179,59,264,moderate
191,208,98,72,182,moderate
189,118,299,84,228,moderate
265,188,100,235,224,severe
273,190,170,6,149,moderate
72,261,255,15,62,moderate
39,155,119,9,186,moderate
211,111,101,261,256,moderate
73,235,77,184,81,moderate
18,298,210,235,151,moderate
134,61,165,142,76,moderate
198,82,240,27,284,moderate
149,267,164,122,23,moderate
259,119,35,205,187,moderate
235,230,253,182,256,severe
173,266,234,250,245,severe
183,20,281,71,264,moderate
156,92,161,75,120,moderate
54,66,253,81,135,moderate
254,262,41,123,135,moderate
166,100,103,235,159,moderate
225,126,298,31,106,moderate
247,239,137,198,200,severe
68,279,161,77,29,moderate
278,266,216,20,33,moderate
250,199,63,265,142,moderate
292,194,101,222,243,severe
243,246,229,18,60,moderate
298,65,60,189,70,moderate
288,56,71,207,126,moderate
5,13,269,98,201,moderate
292,296,90,243,129,severe
155,17,67,41,201,mild
226,91,169,34,0,moderate
13,29,275,286,2,moderate
234,180,220,33,271,moderate
50,75,53,236,297,moderate
86,54,230,263,214,moderate
33,188,225,155,269,moderate
186,257,166,277,181,severe
56,101,172,30,222,moderate
243,217,216,60,40,moderate
39,190,68,36,212,moderate
130,228,21,128,36,moderate
141,8,289,7,131,moderate
62,267,85,198,288,moderate
233,57,88,31,128,moderate
113,12,13,16,67,mild
211,109,94,180,214,moderate
59,175,44,138,143,moderate
25,125,14,275,72,moderate
196,153,52,55,8,mild
49,290,67,40,278,moderate
296,154,247,141,119,moderate
105,88,189,272,67,moderate
213,180,29,98,54,moderate
186,79,70,8,276,moderate
60,140,121,192,157,moderate
114,134,256,108,218,moderate
136,220,95,275,171,moderate
256,270,291,72,213,severe
132,43,238,268,229,moderate
88,170,109,171,8,moderate
91,232,202,36,80,moderate
195,115,294,161,189,moderate
90,239,98,71,119,moderate
247,232,26,106,281,moderate
288,243,274,298,143,severe
70,151,84,223,249,moderate
270,88,277,133,240,severe
52,24,131,121,40,mild
241,179,25,81,199,moderate
138,262,114,45,297,moderate
116,270,121,48,282,moderate
178,151,87,117,277,moderate
100,37,22,187,269,moderate
157,277,169,72,254,moderate
187,138,80,293,58,moderate
33,96,224,295,225,moderate
177,247,14,159,123,moderate
273,284,161,186,65,moderate
227,108,42,229,207,moderate
45,37,1,253,262,moderate
102,191,111,241,175,moderate
201,115,209,210,90,moderate
201,142,220,17,250,moderate
4,0,162,275,280,moderate
126,187,228,237,25,moderate
214,152,153,120,0,moderate
20,290,213,199,145,moderate
244,273,16,23,77,moderate
272,73,158,116,213,moderate
96,147,128,213,241,moderate
75,133,256,42,142,moderate
271,282,197,224,152,severe
282,6,34,107,268,moderate
263,44,135,130,242,moderate
143,146,212,199,182,moderate
199,124,46,30,180,moderate
29,69,8,28,72,mild
288,32,141,298,261,severe
263,94,96,130,236,moderate
53,148,30,184,77,mild
119,37,157,199,251,moderate
34,251,193,0,53,moderate
8,169,84,129,229,moderate
155,202,173,171,257,moderate
111,170,258,223,273,severe
59,134,138,253,214,moderate
200,40,143,0,264,moderate
192,220,104,41,52,moderate
237,213,89,249,137,moderate
184,145,51,100,140,moderate
258,196,4,282,9,moderate
130,153,176,233,119,moderate
246,196,171,273,196,severe
154,193,254,235,186,severe
15,224,286,51,217,moderate
12,297,43,153,161,moderate
78,247,189,281,94,moderate
170,247,23,269,72,moderate
91,29,261,76,150,moderate
238,127,242,246,9,moderate
78,194,75,240,121,moderate
152,160,188,206,248,moderate
77,158,121,147,190,moderate
214,250,196,91,256,severe
282,154,59,83,31,moderate
18,199,283,141,239,moderate
127,82,132,208,235,moderate
118,201,13,123,139,moderate
173,282,232,30,29,moderate
205,122,168,152,257,moderate
38,210,145,227,213,moderate
143,187,270,51,222,moderate
157,280,231,151,84,moderate
198,199,219,203,246,severe
8,6,223,197,254,moderate
13,196,102,270,216,moderate
268,235,262,16,68,moderate
52,181,282,67,55,moderate
261,256,144,8,97,moderate
57,257,24,19,296,moderate
33,213,198,30,129,moderate
150,201,242,76,183,moderate
34,285,44,34,143,moderate
294,195,46,45,247,moderate
291,36,146,293,127,moderate
205,61,28,1,148,mild
163,151,15,244,89,moderate
117,177,250,104,27,moderate
93,55,28,198,130,moderate
5,113,277,256,183,moderate
159,208,54,133,278,moderate
148,136,133,76,211,moderate
40,290,150,112,218,moderate
8,8,144,85,252,mild
59,152,42,89,202,moderate
187,121,178,191,286,moderate
268,177,292,38,85,moderate
30,24,26,280,232,moderate
73,117,206,277,119,moderate
296,271,256,188,20,severe
77,78,242,125,275,moderate
57,179,138,285,105,moderate
260,196,132,236,70,moderate
263,197,231,22,56,moderate
210,276,293,30,234,severe
96,181,269,295,224,severe
252,215,82,223,286,severe
111,148,84,252,61,moderate
289,257,64,122,295,severe
233,112,155,221,131,moderate
130,259,149,108,172,moderate
182,174,29,150,285,moderate
121,260,255,14,66,moderate
257,53,299,255,19,moderate
171,98,183,98,78,moderate
41,213,172,282,260,moderate
16,69,90,149,74,mild
189,196,164,248,27,moderate
58,77,97,64,42,mild
160,59,298,22,243,moderate
261,126,206,136,201,moderate
268,125,130,246,173,moderate
291,151,17,240,289,moderate
283,210,33,11,100,moderate
53,4,294,233,269,moderate
13,186,218,266,91,moderate
102,151,109,266,101,moderate
66,234,64,178,92,moderate
52,8,92,193,152,mild
272,249,131,269,215,severe
41,266,237,53,5,moderate
278,120,276,287,278,severe
271,89,203,131,203,moderate
210,45,145,56,208,moderate
26,182,114,283,11,moderate
108,217,163,233,135,moderate
139,40,161,51,11,mild
286,26,154,131,247,moderate
115,46,33,152,203,moderate
199,279,73,281,230,severe
233,175,272,228,27,moderate
247,56,290,68,88,moderate
236,38,70,84,131,moderate
38,258,299,164,245,severe
219,147,92,234,92,moderate
50,255,63,263,105,moderate
278,34,143,287,239,moderate
200,69,256,288,290,severe
17,23,138,144,262,moderate
116,107,191,272,152,moderate
137,58,246,76,73,moderate
175,212,79,220,198,moderate
161,187,125,210,114,moderate
86,109,28,160,192,moderate
5,266,143,208,135,moderate
266,92,154,235,104,moderate
124,185,97,139,194,moderate
114,260,120,83,46,moderate
163,17,62,153,88,mild
218,155,96,268,245,moderate
271,230,59,148,3,moderate
33,116,63,112,75,mild
201,11,182,253,45,moderate
193,266,101,4,157,moderate
223,285,117,60,292,moderate
7,32,258,34,11,mild
20,262,251,170,280,moderate
151,36,110,207,17,moderate
57,233,153,100,297,moderate
279,103,246,187,129,moderate
247,208,158,6,196,moderate
173,114,242,9,11,moderate
103,270,237,83,71,moderate
215,47,192,100,105,moderate
118,143,67,139,206,moderate
79,158,28,91,146,moderate
276,102,46,19,94,moderate
254,274,129,225,51,moderate
169,151,48,268,96,moderate
183,167,276,228,30,moderate
222,208,222,78,34,moderate
15,112,100,57,60,mild
159,62,100,46,243,moderate
179,64,196,204,72,moderate
123,290,179,127,148,moderate
284,212,169,42,10,moderate
227,65,272,173,3,moderate
253,256,253,70,250,severe
281,164,182,6,193,moderate
20,181,62,0,50,mild
199,162,178,114,267,moderate
149,105,170,101,69,moderate
20,168,223,10,19,mild
45,235,178,2,174,moderate
229,218,48,129,192,moderate
58,194,85,289,37,moderate
253,207,283,264,217,severe
245,100,140,78,39,moderate
63,118,191,122,61,moderate
293,159,227,264,168,severe
251,176,279,190,19,moderate
167,286,29,228,51,moderate
46,130,32,159,41,mild
10,294,21,130,226,moderate
160,10,176,100,204,moderate
162,114,109,85,159,moderate
149,232,294,10,148,moderate
40,252,185,11,128,moderate
29,282,131,168,158,moderate
142,258,94,214,240,moderate
123,205,217,296,170,severe
79,55,91,190,275,moderate
32,98,246,123,284,moderate
242,293,133,193,274,severe
142,71,113,245,152,moderate
131,9,122,69,255,moderate
272,27,176,60,214,moderate
16,111,80,161,132,moderate
0,63,19,1,176,mild
44,72,110,210,90,moderate
113,3,7,27,189,mild
117,256,39,195,12,moderate
174,254,163,167,209,moderate
175,62,44,82,236,moderate
85,74,248,175,38,moderate
186,236,178,245,18,moderate
165,10,233,280,263,moderate
125,242,253,232,125,moderate
184,125,206,106,262,moderate
142,26,37,57,252,moderate
81,31,259,278,120,moderate
238,96,221,277,132,moderate
4,102,10,33,150,mild
19,146,7,240,292,moderate
174,0,238,157,222,moderate
49,133,195,165,94,moderate
281,168,155,8,104,moderate
216,276,9,267,231,moderate
165,52,89,75,241,moderate
46,10,126,195,165,moderate
88,74,219,273,265,moderate
220,50,85,146,284,moderate
128,45,296,113,279,moderate
180,234,265,188,191,severe
99,139,191,2,92,moderate
118,283,79,171,30,moderate
68,17,84,32,226,mild
24,189,216,206,81,moderate
100,253,69,151,183,moderate
87,93,299,60,7,moderate
193,299,280,228,99,severe
128,19,59,295,2,moderate
161,32,127,291,200,moderate
276,181,60,227,214,moderate
258,130,247,107,266,severe
142,204,26,32,86,mild
7,183,244,194,74,moderate
29,215,292,58,40,moderate
261,184,61,197,32,moderate
234,100,104,201,125,moderate
67,113,59,51,296,moderate
247,155,204,79,261,moderate
111,203,17,1,245,moderate
276,184,43,180,30,moderate
35,31,170,78,244,moderate
47,177,1,266,99,moderate
274,130,20,80,243,moderate
66,157,95,147,166,moderate
262,296,136,112,254,severe
116,294,164,106,63,moderate
224,259,132,75,161,moderate
148,162,128,279,210,moderate
268,89,259,263,6,moderate
51,248,206,274,208,moderate
218,75,48,103,181,moderate
268,240,6,187,0,moderate
80,173,134,145,216,moderate
261,100,169,287,122,moderate
282,274,270,217,71,severe
57,247,203,128,151,moderate
110,250,221,214,170,moderate
279,242,56,23,237,moderate
203,22,50,254,177,moderate
123,142,285,205,257,severe
148,33,54,136,275,moderate
172,266,282,135,270,severe
92,170,192,131,113,moderate
161,271,122,299,124,moderate
213,142,104,266,199,moderate
155,13,218,48,134,moderate
127,112,231,199,100,moderate
19,216,165,250,299,moderate
274,59,183,151,85,moderate
63,274,33,210,28,moderate
19,5,275,230,29,moderate
293,13,120,232,198,moderate
31,169,242,10,212,moderate
93,13,153,195,293,moderate
13,89,139,173,147,moderate
291,230,85,90,34,moderate
123,262,29,79,19,moderate
290,48,7,11,142,mild
158,277,276,103,262,severe
202,295,40,98,209,moderate
8,201,181,203,4,moderate
285,17,136,37,54,moderate
295,79,249,240,31,moderate
20,16,199,101,33,mild
241,143,97,155,77,moderate
157,215,244,232,115,moderate
11,58,156,75,268,moderate
156,3,46,284,177,moderate
120,234,71,190,107,moderate
85,8,63,2,209,mild
6,13,238,193,114,moderate
223,242,166,134,199,moderate
63,174,142,53,164,moderate
175,158,139,186,176,moderate
34,71,110,197,144,moderate
130,183,43,244,290,moderate
183,259,105,21,25,moderate
55,184,285,78,212,moderate
50,190,138,287,1,moderate
226,216,155,100,1,moderate
183,182,105,83,106,moderate
33,14,16,216,148,mild
20,53,100,30,130,mild
167,17,181,231,296,moderate
111,0,207,254,10,moderate
246,123,49,29,197,moderate
152,141,111,176,298,moderate
214,137,13,204,162,moderate
118,174,14,216,6,moderate
71,282,75,102,289,moderate
184,154,55,181,283,moderate
8,101,117,291,122,moderate
196,50,292,157,94,moderate
2,62,158,100,49,mild
243,95,222,107,49,moderate
74,299,78,287,152,moderate
54,135,99,81,96,mild
41,118,168,191,285,moderate
254,117,70,35,144,moderate
17,32,245,134,233,moderate
92,89,18,216,211,moderate
108,138,174,130,161,moderate
274,74,15,208,69,moderate
165,60,201,249,160,moderate
77,85,222,14,264,moderate
88,185,114,25,18,mild
225,83,41,23,273,moderate
50,218,88,278,264,moderate
272,117,123,71,163,moderate
194,76,206,164,284,moderate
98,231,193,207,37,moderate
224,118,30,137,150,moderate
118,194,98,73,118,moderate
124,79,105,247,247,moderate
20,232,227,168,197,moderate
41,277,184,275,87,moderate
262,280,68,65,276,moderate
161,250,10,143,235,moderate
124,226,101,224,156,moderate
227,133,280,112,14,moderate
151,91,72,184,162,moderate
3,7,219,281,260,moderate
169,245,46,96,8,moderate
127,194,63,125,245,moderate
202,214,21,284,279,severe
55,239,250,285,256,severe
261,48,204,116,227,moderate
106,35,225,200,234,moderate
115,30,93,102,48,mild
183,147,284,70,281,moderate
150,10,138,2,63,mild
138,77,169,31,224,moderate
30,229,40,244,216,moderate
31,189,190,60,124,moderate
273,138,77,43,31,moderate
193,178,104,272,285,severe
299,37,207,112,23,moderate
79,169,76,255,262,moderate
177,63,93,78,244,moderate
115,263,99,130,178,moderate
289,226,125,204,169,severe
76,56,240,112,136,moderate
261,148,294,130,158,moderate
35,271,24,152,59,moderate
176,174,201,67,113,moderate
64,71,295,114,51,moderate
267,128,275,22,101,moderate
296,51,16,14,297,moderate
270,34,215,283,87,moderate
106,139,79,91,127,moderate
165,195,248,163,101,moderate
149,243,177,122,183,moderate
89,63,184,245,286,moderate
98,33,22,98,60,mild
268,11,235,203,271,moderate
254,288,112,79,141,moderate
28,63,128,254,58,moderate
47,139,241,10,211,moderate
244,110,37,103,81,moderate
42,295,22,229,108,moderate
20,141,260,271,256,moderate
204,291,77,24,24,moderate
281,27,38,40,260,moderate
276,271,72,132,198,moderate
125,203,97,99,115,moderate
142,126,15,149,214,moderate
84,31,186,138,83,moderate
46,131,260,0,9,mild
2,298,153,291,185,moderate
207,293,110,100,204,moderate
224,25,244,51,239,moderate
154,215,52,126,179,moderate
61,290,191,285,78,moderate
92,88,149,272,227,moderate
152,21,108,92,66,mild
31,145,177,69,148,moderate
124,253,138,190,100,moderate
75,139,214,222,239,moderate
149,59,233,122,240,moderate
222,277,105,109,76,moderate
290,111,67,108,236,moderate
112,90,140,136,207,moderate
112,12,79,34,9,mild
197,283,225,7,237,moderate
142,3,259,60,84,moderate
162,253,169,29,67,moderate
141,102,228,271,259,severe
78,33,139,55,120,mild
41,78,72,241,282,moderate
227,267,87,147,91,moderate
102,25,48,170,233,moderate
13,222,82,0,47,mild
35,9,3,253,212,moderate
288,45,109,186,291,moderate
228,76,139,161,297,moderate
193,149,297,12,256,moderate
30,234,273,24,91,moderate
167,293,264,193,260,severe
127,128,213,2,52,moderate
26,183,15,78,197,mild
205,40,95,272,86,moderate
13,287,262,256,220,severe
267,299,57,199,86,moderate
256,225,155,71,62,moderate
24,113,29,187,25,mild
252,4,295,178,173,moderate
205,180,187,104,265,moderate
216,11,158,49,192,moderate
28,216,144,276,248,moderate
134,24,235,157,59,moderate
172,244,246,229,152,severe
121,207,70,287,61,moderate
280,239,3,58,210,moderate
151,49,134,296,77,moderate
289,229,265,10,140,moderate
54,191,186,189,96,moderate
229,255,46,110,210,moderate
11,1,118,162,33,mild
130,217,217,75,178,moderate
197,299,144,66,86,moderate
235,186,225,269,161,severe
47,163,74,39,65,mild
87,73,159,76,180,moderate
211,57,192,80,11,moderate
215,135,85,248,236,moderate
198,32,112,238,90,moderate
282,12,186,289,213,moderate
289,164,263,124,146,moderate
90,48,100,125,55,mild
148,128,183,260,2,moderate
50,252,31,174,98,moderate
